Datum;Tag;Uhrzeit;Heimteam;Auswärtsteam;HZ-Ergebnis;Endergebnis;Ereignis;1;X;2
04/12/18;Di.;21:00;Watford;Man City;0:1;1:2;;8.27;5.21;1.38
05/12/18;Mi.;20:45;Everton;Newcastle;1:1;1:1;;1.47;4.47;7.32
05/12/18;Mi.;20:45;Wolves;Chelsea;0:1;2:1;;5.65;3.96;1.64
05/12/18;Mi.;20:45;Fulham;Leicester;1:0;1:1;;2.71;3.31;2.71
05/12/18;Mi.;20:45;Burnley;Liverpool;0:0;1:3;;9.61;5.39;1.33
05/12/18;Mi.;21:00;Tottenham;Southampton;1:0;3:1;;1.33;5.51;9.20
05/12/18;Mi.;21:00;Man Utd;Arsenal;1:1;2:2;;2.41;3.48;2.96
98.KHW
08/12/18;Sa.;13:30;Bournemouth;Liverpool;0:1;0:4;;6.70;4.78;1.47
08/12/18;Sa.;16:00;Man Utd;Fulham;3:0;4:1;;1.40;5.00;7.99
08/12/18;Sa.;16:00;Arsenal;Huddersfield;0:0;1:0;;1.31;5.52;10.35
08/12/18;Sa.;16:00;Burnley;Brighton;1:0;1:0;;2.88;3.06;2.73
08/12/18;Sa.;16:00;Cardiff;Southampton;0:0;1:0;;3.20;3.27;2.37
08/12/18;Sa.;16:00;West Ham;C Palace;0:1;3:2;;2.29;3.42;3.21
08/12/18;Sa.;18:30;Chelsea;Man City;1:0;2:0;;3.35;3.54;2.18
08/12/18;Sa.;20:45;Leicester;Tottenham;0:1;0:2;;4.17;3.53;1.94
09/12/18;So.;17:00;Newcastle;Wolves;1:1;1:2;;2.87;3.08;2.72
10/12/18;Mo.;21:00;Everton;Watford;1:0;2:2;;1.68;3.95;5.24
100.KHW
15/12/18;Sa.;13:30;Man City;Everton;1:0;3:1;;1.25;6.73;10.86
15/12/18;Sa.;16:00;Watford;Cardiff;1:0;3:2;;1.68;4.00;5.18
15/12/18;Sa.;16:00;Tottenham;Burnley;0:0;1:0;;1.23;6.85;12.75
15/12/18;Sa.;16:00;Wolves;Bournemouth;1:0;2:0;;1.96;3.50;4.09
15/12/18;Sa.;16:00;Huddersfield;Newcastle;0:0;0:1;;2.58;3.05;3.08
15/12/18;Sa.;16:00;C Palace;Leicester;1:0;1:0;;2.64;3.16;2.90
15/12/18;Sa.;18:30;Fulham;West Ham;0:2;0:2;;2.98;3.60;2.34
16/12/18;So.;14:30;Southampton;Arsenal;2:1;3:2;;4.29;3.97;1.80
16/12/18;So.;14:30;Brighton;Chelsea;0:2;1:2;;8.37;4.39;1.44
16/12/18;So.;17:00;Liverpool;Man Utd;1:1;3:1;;1.53;4.20;6.81
102.KHW
21/12/18;Fr.;21:00;Wolves;Liverpool;0:1;0:2;;6.87;4.17;1.53
22/12/18;Sa.;13:30;Arsenal;Burnley;1:0;3:1;;1.21;6.99;13.65
22/12/18;Sa.;16:00;Man City;C Palace;1:2;2:3;;1.18;7.67;16.28
22/12/18;Sa.;16:00;Newcastle;Fulham;0:0;0:0;;2.32;3.31;3.26
22/12/18;Sa.;16:00;West Ham;Watford;0:1;0:2;;2.43;3.49;2.92
22/12/18;Sa.;16:00;Huddersfield;Southampton;0:2;1:3;;2.83;3.04;2.79
22/12/18;Sa.;16:00;Chelsea;Leicester;0:0;0:1;;1.32;5.43;10.18
22/12/18;Sa.;16:00;Bournemouth;Brighton;1:0;2:0;;1.99;3.44;4.08
22/12/18;Sa.;18:30;Cardiff;Man Utd;1:3;1:5;;6.38;4.31;1.54
23/12/18;So.;17:00;Everton;Tottenham;1:3;2:6;;3.44;3.65;2.10
103.KHW
26/12/18;Mi.;13:30;Fulham;Wolves;0:0;1:1;;2.89;3.11;2.69
26/12/18;Mi.;16:00;Tottenham;Bournemouth;3:0;5:0;;1.39;5.28;7.68
26/12/18;Mi.;16:00;Man Utd;Huddersfield;1:0;3:1;;1.30;5.64;10.91
26/12/18;Mi.;16:00;Liverpool;Newcastle;1:0;4:0;;1.16;8.13;18.60
26/12/18;Mi.;16:00;Leicester;Man City;1:1;2:1;;9.04;5.55;1.33
26/12/18;Mi.;16:00;C Palace;Cardiff;0:0;0:0;;1.65;3.72;6.04
26/12/18;Mi.;16:00;Burnley;Everton;1:3;1:5;;4.26;3.60;1.89
26/12/18;Mi.;18:15;Brighton;Arsenal;1:1;1:1;;5.01;3.90;1.71
26/12/18;Mi.;20:30;Watford;Chelsea;1:1;1:2;;5.26;4.02;1.66
27/12/18;Do.;20:45;Southampton;West Ham;0:0;1:2;;2.29;3.33;3.29
104.KHW
29/12/18;Sa.;16:00;Watford;Newcastle;0:1;1:1;;1.75;3.75;4.98
29/12/18;Sa.;16:00;Tottenham;Wolves;1:0;1:3;;1.49;4.44;7.05
29/12/18;Sa.;16:00;Leicester;Cardiff;0:0;0:1;;1.58;3.91;6.66
29/12/18;Sa.;16:00;Fulham;Huddersfield;0:0;1:0;;2.04;3.24;4.16
29/12/18;Sa.;16:00;Brighton;Everton;0:0;1:0;;3.31;3.26;2.32
29/12/18;Sa.;18:30;Liverpool;Arsenal;4:1;5:1;;1.38;5.44;7.56
30/12/18;So.;13:00;C Palace;Chelsea;0:0;0:1;;4.83;3.79;1.76
30/12/18;So.;15:15;Southampton;Man City;1:3;1:3;;12.72;7.00;1.22
30/12/18;So.;15:15;Burnley;West Ham;2:0;2:0;;3.76;3.51;2.04
30/12/18;So.;17:30;Man Utd;Bournemouth;3:1;4:1;;1.38;5.26;8.03
1.KHW
01/01/19;Di.;13:30;Everton;Leicester;0:0;0:1;;1.98;3.53;3.96
01/01/19;Di.;16:00;Arsenal;Fulham;1:0;4:1;;1.41;5.24;7.08
01/01/19;Di.;18:30;Cardiff;Tottenham;0:3;0:3;;8.01;4.90;1.41
02/01/19;Mi.;20:45;Bournemouth;Watford;3:3;3:3;;2.55;3.56;2.72
02/01/19;Mi.;20:45;Chelsea;Southampton;0:0;0:0;;1.28;5.69;11.86
02/01/19;Mi.;20:45;Huddersfield;Burnley;1:1;1:2;;2.43;3.05;3.34
02/01/19;Mi.;20:45;West Ham;Brighton;0:0;2:2;;2.00;3.55;3.89
02/01/19;Mi.;20:45;Wolves;C Palace;0:0;0:2;;2.29;3.14;3.51
02/01/19;Mi.;21:00;Newcastle;Man Utd;0:0;0:2;;5.72;4.19;1.59
