Datum;Tag;Uhrzeit;Heimteam;Auswärtsteam;HZ-Ergebnis;Endergebnis;Ereignis;1;X;2
08/03/20;So.;u.U.;Atlético;Sevilla;;;;;;
08/03/20;So.;u.U.;Alavés;Valencia;;;;;;
21.KHW
15/03/20;So.;u.U.;Valencia;Levante;;;;;;
15/03/20;So.;u.U.;Sevilla;Real Betis;;;;;;
15/03/20;So.;u.U.;R. Sociedad;Osasuna;;;;;;
15/03/20;So.;u.U.;Real Madrid;Eibar;;;;;;
15/03/20;So.;u.U.;Mallorca;Barcelona;;;;;;
15/03/20;So.;u.U.;Granada;Getafe;;;;;;
15/03/20;So.;u.U.;Espanyol;Alavés;;;;;;
15/03/20;So.;u.U.;Celta Vigo;Villarreal;;;;;;
15/03/20;So.;u.U.;Leganés;Valladolid;;;;;;
15/03/20;So.;u.U.;Athletic;Atlético;;;;;;
23.KHW
22/03/20;So.;u.U.;Osasuna;Atlético;;;;;;
22/03/20;So.;u.U.;Valladolid;Celta Vigo;;;;;;
22/03/20;So.;u.U.;Real Madrid;Valencia;;;;;;
22/03/20;So.;u.U.;Villarreal;Mallorca;;;;;;
22/03/20;So.;u.U.;Levante;Sevilla;;;;;;
22/03/20;So.;u.U.;Eibar;Athletic;;;;;;
22/03/20;So.;u.U.;Real Betis;Granada;;;;;;
22/03/20;So.;u.U.;Barcelona;Leganés;;;;;;
22/03/20;So.;u.U.;Getafe;Espanyol;;;;;;
22/03/20;So.;u.U.;Alavés;R. Sociedad;;;;;;
27.KHW
05/04/20;So.;u.U.;Mallorca;Leganés;;;;;;
05/04/20;So.;u.U.;Valencia;Osasuna;;;;;;
05/04/20;So.;u.U.;Sevilla;Barcelona;;;;;;
05/04/20;So.;u.U.;R. Sociedad;Real Madrid;;;;;;
05/04/20;So.;u.U.;Granada;Villarreal;;;;;;
05/04/20;So.;u.U.;Getafe;Eibar;;;;;;
05/04/20;So.;u.U.;Espanyol;Levante;;;;;;
05/04/20;So.;u.U.;Celta Vigo;Alavés;;;;;;
05/04/20;So.;u.U.;Atlético;Valladolid;;;;;;
05/04/20;So.;u.U.;Athletic;Real Betis;;;;;;
29.KHW
12/04/20;So.;u.U.;Real Madrid;Mallorca;;;;;;
12/04/20;So.;u.U.;Valladolid;Getafe;;;;;;
12/04/20;So.;u.U.;Villarreal;Sevilla;;;;;;
12/04/20;So.;u.U.;R. Sociedad;Celta Vigo;;;;;;
12/04/20;So.;u.U.;Leganés;Granada;;;;;;
12/04/20;So.;u.U.;Levante;Atlético;;;;;;
12/04/20;So.;u.U.;Eibar;Valencia;;;;;;
12/04/20;So.;u.U.;Real Betis;Espanyol;;;;;;
12/04/20;So.;u.U.;Alavés;Osasuna;;;;;;
12/04/20;So.;u.U.;Barcelona;Athletic;;;;;;
32.KHW
22/04/20;Mi.;u.U.;Levante;Real Betis;;;;;;
22/04/20;Mi.;u.U.;Villarreal;Valencia;;;;;;
22/04/20;Mi.;u.U.;Sevilla;Valladolid;;;;;;
22/04/20;Mi.;u.U.;Osasuna;Leganés;;;;;;
22/04/20;Mi.;u.U.;Granada;Eibar;;;;;;
22/04/20;Mi.;u.U.;Getafe;R. Sociedad;;;;;;
22/04/20;Mi.;u.U.;Espanyol;Real Madrid;;;;;;
